x,y,z
609298.074736,4061428.96701,57.5563746464
605942.339465,4063032.69394,-3.34726458547
606652.013194,4063032.68308,9.11641363652
606205.42069,4062492.47758,1.77079586615
606235.228122,4063559.11115,1.30846519678
605140.031895,4063032.701,-18.4304105052
605518.012392,4063567.19528,-13.859698907
605518.012547,4062498.15947,-10.7409842233
608542.033381,4063567.16876,38.6644172682
608920.045684,4063032.61475,46.4443770921
608164.033185,4063032.63673,33.4885902146
608542.045775,4062498.08262,41.2825431105
605518.018786,4061429.08032,-8.70103227974
604762.017695,4061429.07134,-21.547827967
605140.01703,4061963.61743,-15.9459052702
605140.015624,4060894.54292,-14.4783258711
605910.297214,4060897.8907,-0.304048388579
606221.180823,4061429.06994,3.76222405695
605950.986848,4061927.50927,-2.05849081427
608164.04727,4061963.55115,36.1875950787
608542.060953,4061428.99227,44.2896525557
607786.049796,4061429.01843,31.1421699038
608164.062965,4060894.45774,39.3896799512
607029.995287,4067843.51175,8.6325472953
607407.994502,4067308.96151,15.5249846964
606652.003933,4067308.98888,5.44263091129
607030.000627,4066774.44184,11.4139957005
606213.889012,4066812.91391,1.41173467535
606652.008283,4066239.92004,6.92422866091
605962.405426,4066238.87409,-0.935757256472
606219.098176,4065671.4526,1.13668131893
607030.006031,4065705.3828,11.4739964822
607408.000693,4066239.90291,17.088883596
605961.752529,4065170.8455,-2.42278155292
606652.014765,4065170.85393,4.25184294964
606274.652906,4064636.36904,-0.573887437183
605140.042749,4065170.8225,-10.105289025
605518.038479,4065705.38141,-5.40002992707
605518.031792,4064636.28778,-8.27369961662
608542.010852,4065705.33769,35.0111730606
608920.021748,4065170.78824,42.0261190038
608164.013621,4065170.81111,29.4671651614
608542.022991,4064636.25713,36.5321505115
607030.012135,4064636.29512,10.9744337374
607408.015391,4064101.7404,18.4111226889
606652.01111,4064101.76096,6.18712876286
607030.014534,4063567.20813,13.6342954051
605140.055864,4067308.99689,-10.4127105544
604384.080932,4067308.97991,-17.9828431841
604762.071973,4067843.53205,-14.71967467
604762.065782,4066774.44836,-13.9250533128
605518.041489,4066774.46201,-5.9385743003
605951.447511,4067309.00582,-2.44277021651
605518.040303,4067843.54107,-8.13189013525
604384.048903,4065170.79936,-20.3687118559
603628.051302,4065170.78606,-32.0944021923
604006.056412,4065705.34029,-24.8075570548
604006.049567,4064636.24842,-27.7450729121
604762.04659,4064636.26096,-17.2622669607
604762.053399,4065705.37007,-13.9042485606
603628.095574,4067308.94882,-26.5746034955
602872.101231,4067308.90747,-36.3653640964
603250.10765,4067843.49551,-30.4121092623
603250.0832,4066774.36304,-33.2815355306
604006.034269,4061429.04558,-33.1014301759
603250.064885,4061429.01908,-43.2042201662
603628.055704,4061963.57139,-37.5533686342
603628.04261,4060894.49855,-39.0978316535
604384.017617,4060894.52055,-27.7709818643
604384.03103,4061963.59791,-27.3524985267
604384.046614,4063032.6535,-26.4986572775
603628.060373,4063032.64987,-36.1453691575
604006.040742,4063567.18008,-29.8516562179
604006.048674,4062498.11935,-32.0515552037
604762.029489,4062498.14784,-22.1853040093
604762.053439,4063567.18545,-21.2255610961
609298.106607,4059290.77381,65.1708647504
609298.140149,4057152.58207,74.2603667022
605530.488242,4059294.05633,0.24064010816
605896.069771,4058756.35674,8.86802478835
